customer_id,company_name,industry,team_size_bucket,plan_tier,signup_date,date,mrr,cac,ltv,nps_score,is_active,is_new,is_churned
3,"Bold Analytics",E-Commerce,11-50,Starter,2023-07-01,2023-08-31,109.95,168,2168,5,1,0,0
5,"Bright Analytics",E-Commerce,11-50,Starter,2023-05-31,2023-08-31,89.82,132,1767,6,1,0,1
9,"Core Analytics",SaaS,51-200,Growth,2023-03-31,2023-08-31,592.74,601,19228,6,1,0,0
13,"Nova Analytics",HealthTech,51-200,Growth,2023-05-31,2023-08-31,971.18,627,33036,8,1,0,0
15,"Blue Analytics",HealthTech,1-10,Starter,2023-08-31,2023-08-31,123.19,164,2410,7,1,1,0
16,"Red Analytics",EdTech,11-50,Starter,2023-05-31,2023-08-31,65.44,170,1311,5,1,0,0
17,"Green Analytics",E-Commerce,11-50,Starter,2023-01-01,2023-08-31,125.1,157,2472,5,1,0,0
18,"Zen Analytics",EdTech,11-50,Starter,2023-03-04,2023-08-31,189.07,141,3775,7,1,0,0
20,"Dash Analytics",FinTech,11-50,Starter,2023-03-31,2023-08-31,165.81,167,3248,7,1,0,0
25,"Bright Labs",SaaS,11-50,Growth,2023-02-01,2023-08-31,0,539,11926,6,0,0,0
31,"Peak Labs",SaaS,51-200,Growth,2023-05-01,2023-08-31,510.24,658,16737,6,1,0,0
34,"Apex Labs",EdTech,11-50,Growth,2023-07-31,2023-08-31,414.29,570,14028,7,1,0,1
35,"Blue Labs",EdTech,1-10,Starter,2023-07-01,2023-08-31,148.39,155,2921,6,1,0,0
36,"Red Labs",FinTech,11-50,Growth,2023-05-01,2023-08-31,547.99,524,18065,6,1,0,0
40,"Dash Labs",E-Commerce,11-50,Starter,2023-05-31,2023-08-31,100.17,169,2001,5,1,0,0
41,"Quick Works",SaaS,11-50,Starter,2023-07-01,2023-08-31,62.35,130,1221,7,1,0,0
42,"Smart Works",FinTech,51-200,Growth,2023-03-31,2023-08-31,887.18,625,29973,6,1,0,0
43,"Bold Works",E-Commerce,51-200,Enterprise,2023-07-31,2023-08-31,5532.86,3323,362940,9,1,0,0
44,"Clear Works",SaaS,11-50,Growth,2023-01-01,2023-08-31,730.55,545,23892,8,1,0,0
45,"Bright Works",E-Commerce,1-10,Starter,2023-05-01,2023-08-31,67.46,161,1386,5,1,0,0
48,"Prime Works",HealthTech,11-50,Starter,2023-03-04,2023-08-31,185.79,146,3685,5,1,0,0
50,"Edge Works",SaaS,11-50,Growth,2023-02-01,2023-08-31,0,619,29927,6,0,0,0
51,"Peak Works",EdTech,51-200,Growth,2023-05-31,2023-08-31,873.2,606,28659,7,1,0,0
53,"Nova Works",SaaS,51-200,Growth,2023-03-31,2023-08-31,980.84,541,32711,7,1,0,0
55,"Blue Works",FinTech,200+,Enterprise,2023-03-31,2023-08-31,5497.62,3191,377504,7,1,0,0
56,"Red Works",FinTech,200+,Enterprise,2023-08-31,2023-08-31,6816.35,3097,456296,8,1,1,0
58,"Zen Works",E-Commerce,51-200,Growth,2023-02-01,2023-08-31,0,664,22477,6,0,0,0
59,"Flux Works",SaaS,51-200,Growth,2023-07-31,2023-08-31,716.31,660,24491,7,1,0,0
61,"Quick Tech",EdTech,11-50,Growth,2023-05-01,2023-08-31,788.34,658,25778,7,1,0,0
66,"Fast Tech",EdTech,1-10,Starter,2023-02-01,2023-08-31,166.44,129,3267,7,1,0,0
67,"Sharp Tech",E-Commerce,11-50,Growth,2023-07-01,2023-08-31,863.8,512,29131,8,1,0,0
68,"Prime Tech",HealthTech,11-50,Starter,2023-05-01,2023-08-31,59.01,163,1199,5,1,0,0
69,"Core Tech",SaaS,51-200,Enterprise,2023-05-01,2023-08-31,4610.8,3083,313477,9,1,0,0
71,"Peak Tech",EdTech,1-10,Starter,2023-08-31,2023-08-31,173.1,142,3501,6,1,1,0
72,"Deep Tech",EdTech,1-10,Starter,2023-07-01,2023-08-31,154.4,167,3093,7,1,0,0
74,"Apex Tech",FinTech,11-50,Growth,2023-03-04,2023-08-31,349.13,649,11544,6,1,0,1
76,"Red Tech",E-Commerce,11-50,Growth,2023-03-04,2023-08-31,778.59,649,25937,8,1,0,0
78,"Zen Tech",FinTech,11-50,Starter,2023-05-01,2023-08-31,111.92,162,2217,7,1,0,0
84,"Clear Hub",SaaS,51-200,Growth,2023-03-04,2023-08-31,0,583,32656,7,0,0,0
85,"Bright Hub",SaaS,11-50,Starter,2023-05-31,2023-08-31,62.39,131,1274,5,1,0,0
86,"Fast Hub",EdTech,11-50,Starter,2023-01-01,2023-08-31,148.73,147,2988,7,1,0,0
89,"Core Hub",E-Commerce,11-50,Starter,2023-01-01,2023-08-31,190.11,145,3899,7,1,0,0
91,"Peak Hub",E-Commerce,11-50,Growth,2023-01-01,2023-08-31,0,652,31023,7,0,0,0
93,"Nova Hub",FinTech,1-10,Starter,2023-05-31,2023-08-31,191.08,162,3738,6,1,0,0
99,"Flux Hub",FinTech,11-50,Growth,2023-05-31,2023-08-31,480.22,624,15570,6,1,0,0
104,"Clear Base",FinTech,51-200,Growth,2023-07-01,2023-08-31,0,680,19497,8,0,0,0
110,"Edge Base",EdTech,51-200,Growth,2023-07-01,2023-08-31,621,560,21141,6,1,0,0
114,"Apex Base",E-Commerce,11-50,Starter,2023-01-01,2023-08-31,68.25,159,1362,7,1,0,0
121,"Quick Flow",SaaS,200+,Enterprise,2023-01-01,2023-08-31,6397.02,2803,418187,7,1,0,0
124,"Clear Flow",HealthTech,11-50,Starter,2023-08-31,2023-08-31,116.47,149,2313,5,1,1,0
125,"Bright Flow",FinTech,1-10,Starter,2023-05-01,2023-08-31,53.62,143,1058,6,1,0,0
126,"Fast Flow",SaaS,51-200,Growth,2023-05-31,2023-08-31,734.88,539,24145,7,1,0,0
127,"Sharp Flow",SaaS,51-200,Growth,2023-07-01,2023-08-31,782.67,642,25711,7,1,0,0
131,"Peak Flow",SaaS,51-200,Growth,2023-03-31,2023-08-31,623.73,677,20929,8,1,0,0
134,"Apex Flow",SaaS,1-10,Starter,2023-01-01,2023-08-31,0,171,3751,7,0,0,0
136,"Red Flow",HealthTech,11-50,Growth,2023-03-04,2023-08-31,541,553,18324,6,1,0,0
139,"Flux Flow",SaaS,11-50,Starter,2023-03-04,2023-08-31,88.53,132,1792,7,1,0,0
143,"Bold Sync",FinTech,200+,Enterprise,2023-07-01,2023-08-31,2246.45,3099,154093,8,1,0,0
144,"Clear Sync",SaaS,11-50,Growth,2023-08-31,2023-08-31,582.49,544,19775,7,1,1,0
147,"Sharp Sync",SaaS,51-200,Growth,2023-08-31,2023-08-31,941.9,572,32262,8,1,1,0
148,"Prime Sync",FinTech,1-10,Starter,2023-07-01,2023-08-31,123.38,142,2462,7,1,0,0
149,"Core Sync",E-Commerce,11-50,Growth,2023-05-01,2023-08-31,495.99,520,17028,8,1,0,0
150,"Edge Sync",SaaS,11-50,Starter,2023-03-31,2023-08-31,181.47,151,3593,5,1,0,0
1,"Quick Analytics",SaaS,1-10,Starter,2023-10-01,2023-10-01,125,134,2567,7,1,1,0
3,"Bold Analytics",E-Commerce,11-50,Starter,2023-07-01,2023-10-01,105.95,168,2168,7,1,0,0
5,"Bright Analytics",E-Commerce,11-50,Starter,2023-05-31,2023-10-01,0,132,1767,5,0,0,0
9,"Core Analytics",SaaS,51-200,Growth,2023-03-31,2023-10-01,593.25,601,19228,6,1,0,0
13,"Nova Analytics",HealthTech,51-200,Growth,2023-05-31,2023-10-01,1012.24,627,33036,8,1,0,0
15,"Blue Analytics",HealthTech,1-10,Starter,2023-08-31,2023-10-01,120.19,164,2410,5,1,0,0
16,"Red Analytics",EdTech,11-50,Starter,2023-05-31,2023-10-01,66.44,170,1311,7,1,0,0
17,"Green Analytics",E-Commerce,11-50,Starter,2023-01-01,2023-10-01,120.53,157,2472,5,1,0,0
18,"Zen Analytics",EdTech,11-50,Starter,2023-03-04,2023-10-01,186.57,141,3775,7,1,0,0
20,"Dash Analytics",FinTech,11-50,Starter,2023-03-31,2023-10-01,158.35,167,3248,5,1,0,0
23,"Bold Labs",SaaS,1-10,Starter,2023-10-01,2023-10-01,194.83,172,3799,5,1,1,0
24,"Clear Labs",HealthTech,11-50,Growth,2023-10-01,2023-10-01,336.92,662,11419,8,1,1,0
25,"Bright Labs",SaaS,11-50,Growth,2023-02-01,2023-10-01,0,539,11926,6,0,0,0
31,"Peak Labs",SaaS,51-200,Growth,2023-05-01,2023-10-01,494.45,658,16737,8,1,0,0
33,"Nova Labs",SaaS,51-200,Growth,2023-10-01,2023-10-01,488.56,624,16316,8,1,1,0
34,"Apex Labs",EdTech,11-50,Growth,2023-07-31,2023-10-01,0,570,14028,8,0,0,0
35,"Blue Labs",EdTech,1-10,Starter,2023-07-01,2023-10-01,144.87,155,2921,5,1,0,0
36,"Red Labs",FinTech,11-50,Growth,2023-05-01,2023-10-01,546.65,524,18065,7,1,0,0
40,"Dash Labs",E-Commerce,11-50,Starter,2023-05-31,2023-10-01,101.58,169,2001,5,1,0,0
41,"Quick Works",SaaS,11-50,Starter,2023-07-01,2023-10-01,59.29,130,1221,6,1,0,0
42,"Smart Works",FinTech,51-200,Growth,2023-03-31,2023-10-01,891.29,625,29973,8,1,0,0
43,"Bold Works",E-Commerce,51-200,Enterprise,2023-07-31,2023-10-01,5569.67,3323,362940,7,1,0,0
44,"Clear Works",SaaS,11-50,Growth,2023-01-01,2023-10-01,736.87,545,23892,8,1,0,0
45,"Bright Works",E-Commerce,1-10,Starter,2023-05-01,2023-10-01,67.64,161,1386,7,1,0,0
48,"Prime Works",HealthTech,11-50,Starter,2023-03-04,2023-10-01,185.27,146,3685,5,1,0,0
49,"Core Works",FinTech,1-10,Starter,2023-10-01,2023-10-01,93.3,149,1850,6,1,1,0
50,"Edge Works",SaaS,11-50,Growth,2023-02-01,2023-10-01,0,619,29927,7,0,0,0
51,"Peak Works",EdTech,51-200,Growth,2023-05-31,2023-10-01,868.32,606,28659,7,1,0,0
53,"Nova Works",SaaS,51-200,Growth,2023-03-31,2023-10-01,980.8,541,32711,8,1,0,0
55,"Blue Works",FinTech,200+,Enterprise,2023-03-31,2023-10-01,5819.98,3191,377504,8,1,0,0
56,"Red Works",FinTech,200+,Enterprise,2023-08-31,2023-10-01,7008.69,3097,456296,7,1,0,0
58,"Zen Works",E-Commerce,51-200,Growth,2023-02-01,2023-10-01,0,664,22477,8,0,0,0
59,"Flux Works",SaaS,51-200,Growth,2023-07-31,2023-10-01,752.89,660,24491,8,1,0,0
61,"Quick Tech",EdTech,11-50,Growth,2023-05-01,2023-10-01,779.02,658,25778,8,1,0,0
63,"Bold Tech",E-Commerce,1-10,Starter,2023-10-01,2023-10-01,58.6,128,1192,6,1,1,0
66,"Fast Tech",EdTech,1-10,Starter,2023-02-01,2023-10-01,163.69,129,3267,5,1,0,0
67,"Sharp Tech",E-Commerce,11-50,Growth,2023-07-01,2023-10-01,847.9,512,29131,6,1,0,0
68,"Prime Tech",HealthTech,11-50,Starter,2023-05-01,2023-10-01,61.16,163,1199,7,1,0,0
69,"Core Tech",SaaS,51-200,Enterprise,2023-05-01,2023-10-01,4770.36,3083,313477,8,1,0,0
71,"Peak Tech",EdTech,1-10,Starter,2023-08-31,2023-10-01,179.26,142,3501,5,1,0,0
72,"Deep Tech",EdTech,1-10,Starter,2023-07-01,2023-10-01,154.13,167,3093,6,1,0,0
74,"Apex Tech",FinTech,11-50,Growth,2023-03-04,2023-10-01,0,649,11544,6,0,0,0
76,"Red Tech",E-Commerce,11-50,Growth,2023-03-04,2023-10-01,756.62,649,25937,8,1,0,0
78,"Zen Tech",FinTech,11-50,Starter,2023-05-01,2023-10-01,112.56,162,2217,5,1,0,0
79,"Flux Tech",SaaS,11-50,Growth,2023-10-01,2023-10-01,307.5,677,10557,8,1,1,0
84,"Clear Hub",SaaS,51-200,Growth,2023-03-04,2023-10-01,0,583,32656,8,0,0,0
85,"Bright Hub",SaaS,11-50,Starter,2023-05-31,2023-10-01,65.51,131,1274,5,1,0,0
86,"Fast Hub",EdTech,11-50,Starter,2023-01-01,2023-10-01,147.06,147,2988,5,1,0,0
89,"Core Hub",E-Commerce,11-50,Starter,2023-01-01,2023-10-01,194.5,145,3899,6,1,0,0
91,"Peak Hub",E-Commerce,11-50,Growth,2023-01-01,2023-10-01,0,652,31023,7,0,0,0
93,"Nova Hub",FinTech,1-10,Starter,2023-05-31,2023-10-01,190.84,162,3738,5,1,0,0
99,"Flux Hub",FinTech,11-50,Growth,2023-05-31,2023-10-01,478.76,624,15570,7,1,0,0
104,"Clear Base",FinTech,51-200,Growth,2023-07-01,2023-10-01,0,680,19497,7,0,0,0
110,"Edge Base",EdTech,51-200,Growth,2023-07-01,2023-10-01,630.59,560,21141,6,1,0,0
114,"Apex Base",E-Commerce,11-50,Starter,2023-01-01,2023-10-01,68.4,159,1362,6,1,0,0
118,"Zen Base",EdTech,51-200,Enterprise,2023-10-01,2023-10-01,7525.51,3013,489561,8,1,1,0
121,"Quick Flow",SaaS,200+,Enterprise,2023-01-01,2023-10-01,6234.31,2803,418187,8,1,0,0
124,"Clear Flow",HealthTech,11-50,Starter,2023-08-31,2023-10-01,117.49,149,2313,6,1,0,0
125,"Bright Flow",FinTech,1-10,Starter,2023-05-01,2023-10-01,52.11,143,1058,6,1,0,0
126,"Fast Flow",SaaS,51-200,Growth,2023-05-31,2023-10-01,742.28,539,24145,6,1,0,0
127,"Sharp Flow",SaaS,51-200,Growth,2023-07-01,2023-10-01,775.8,642,25711,7,1,0,0
131,"Peak Flow",SaaS,51-200,Growth,2023-03-31,2023-10-01,641.91,677,20929,8,1,0,0
134,"Apex Flow",SaaS,1-10,Starter,2023-01-01,2023-10-01,0,171,3751,5,0,0,0
136,"Red Flow",HealthTech,11-50,Growth,2023-03-04,2023-10-01,542.8,553,18324,6,1,0,0
137,"Green Flow",SaaS,11-50,Starter,2023-10-01,2023-10-01,144.97,156,2933,5,1,1,0
139,"Flux Flow",SaaS,11-50,Starter,2023-03-04,2023-10-01,92.17,132,1792,5,1,0,0
141,"Quick Sync",E-Commerce,11-50,Starter,2023-10-01,2023-10-01,74.02,153,1510,5,1,1,0
143,"Bold Sync",FinTech,200+,Enterprise,2023-07-01,2023-10-01,2247.94,3099,154093,7,1,0,0
144,"Clear Sync",SaaS,11-50,Growth,2023-08-31,2023-10-01,600.6,544,19775,8,1,0,0
147,"Sharp Sync",SaaS,51-200,Growth,2023-08-31,2023-10-01,964.47,572,32262,8,1,0,1
148,"Prime Sync",FinTech,1-10,Starter,2023-07-01,2023-10-01,124.63,142,2462,6,1,0,0
149,"Core Sync",E-Commerce,11-50,Growth,2023-05-01,2023-10-01,508.29,520,17028,8,1,0,0
150,"Edge Sync",SaaS,11-50,Starter,2023-03-31,2023-10-01,175.51,151,3593,5,1,0,0
1,"Quick Analytics",SaaS,1-10,Starter,2023-10-01,2023-10-31,125.32,134,2567,7,1,0,0
3,"Bold Analytics",E-Commerce,11-50,Starter,2023-07-01,2023-10-31,110.18,168,2168,6,1,0,0
5,"Bright Analytics",E-Commerce,11-50,Starter,2023-05-31,2023-10-31,0,132,1767,6,0,0,0
8,"Prime Analytics",FinTech,1-10,Starter,2023-10-31,2023-10-31,151.95,135,2955,7,1,1,0
9,"Core Analytics",SaaS,51-200,Growth,2023-03-31,2023-10-31,591.33,601,19228,6,1,0,0
13,"Nova Analytics",HealthTech,51-200,Growth,2023-05-31,2023-10-31,1011.75,627,33036,6,1,0,0
15,"Blue Analytics",HealthTech,1-10,Starter,2023-08-31,2023-10-31,122.68,164,2410,5,1,0,0
16,"Red Analytics",EdTech,11-50,Starter,2023-05-31,2023-10-31,65.98,170,1311,5,1,0,0
17,"Green Analytics",E-Commerce,11-50,Starter,2023-01-01,2023-10-31,126.61,157,2472,6,1,0,0
18,"Zen Analytics",EdTech,11-50,Starter,2023-03-04,2023-10-31,187.64,141,3775,7,1,0,1
20,"Dash Analytics",FinTech,11-50,Starter,2023-03-31,2023-10-31,160.47,167,3248,5,1,0,0
23,"Bold Labs",SaaS,1-10,Starter,2023-10-01,2023-10-31,195.54,172,3799,5,1,0,0
24,"Clear Labs",HealthTech,11-50,Growth,2023-10-01,2023-10-31,336.41,662,11419,6,1,0,0
25,"Bright Labs",SaaS,11-50,Growth,2023-02-01,2023-10-31,0,539,11926,6,0,0,0
31,"Peak Labs",SaaS,51-200,Growth,2023-05-01,2023-10-31,491.75,658,16737,6,1,0,0
33,"Nova Labs",SaaS,51-200,Growth,2023-10-01,2023-10-31,476.57,624,16316,6,1,0,0
34,"Apex Labs",EdTech,11-50,Growth,2023-07-31,2023-10-31,0,570,14028,8,0,0,0
35,"Blue Labs",EdTech,1-10,Starter,2023-07-01,2023-10-31,142.78,155,2921,5,1,0,0
36,"Red Labs",FinTech,11-50,Growth,2023-05-01,2023-10-31,538.99,524,18065,8,1,0,0
40,"Dash Labs",E-Commerce,11-50,Starter,2023-05-31,2023-10-31,98.77,169,2001,5,1,0,0
41,"Quick Works",SaaS,11-50,Starter,2023-07-01,2023-10-31,60.33,130,1221,7,1,0,0
42,"Smart Works",FinTech,51-200,Growth,2023-03-31,2023-10-31,874.48,625,29973,6,1,0,0
43,"Bold Works",E-Commerce,51-200,Enterprise,2023-07-31,2023-10-31,5408.81,3323,362940,7,1,0,0
44,"Clear Works",SaaS,11-50,Growth,2023-01-01,2023-10-31,697.11,545,23892,6,1,0,0
45,"Bright Works",E-Commerce,1-10,Starter,2023-05-01,2023-10-31,69.93,161,1386,5,1,0,0
48,"Prime Works",HealthTech,11-50,Starter,2023-03-04,2023-10-31,185.85,146,3685,5,1,0,0
49,"Core Works",FinTech,1-10,Starter,2023-10-01,2023-10-31,90.72,149,1850,7,1,0,0
50,"Edge Works",SaaS,11-50,Growth,2023-02-01,2023-10-31,0,619,29927,8,0,0,0
51,"Peak Works",EdTech,51-200,Growth,2023-05-31,2023-10-31,884.76,606,28659,7,1,0,0
53,"Nova Works",SaaS,51-200,Growth,2023-03-31,2023-10-31,997.13,541,32711,8,1,0,0
55,"Blue Works",FinTech,200+,Enterprise,2023-03-31,2023-10-31,5712.43,3191,377504,8,1,0,0
56,"Red Works",FinTech,200+,Enterprise,2023-08-31,2023-10-31,6834.16,3097,456296,7,1,0,0
58,"Zen Works",E-Commerce,51-200,Growth,2023-02-01,2023-10-31,0,664,22477,7,0,0,0
59,"Flux Works",SaaS,51-200,Growth,2023-07-31,2023-10-31,735.43,660,24491,6,1,0,1
61,"Quick Tech",EdTech,11-50,Growth,2023-05-01,2023-10-31,795.59,658,25778,8,1,0,0
63,"Bold Tech",E-Commerce,1-10,Starter,2023-10-01,2023-10-31,58.02,128,1192,7,1,0,0
66,"Fast Tech",EdTech,1-10,Starter,2023-02-01,2023-10-31,159.04,129,3267,5,1,0,0
67,"Sharp Tech",E-Commerce,11-50,Growth,2023-07-01,2023-10-31,864.29,512,29131,7,1,0,0
68,"Prime Tech",HealthTech,11-50,Starter,2023-05-01,2023-10-31,58.34,163,1199,6,1,0,0
69,"Core Tech",SaaS,51-200,Enterprise,2023-05-01,2023-10-31,4653.4,3083,313477,7,1,0,0
71,"Peak Tech",EdTech,1-10,Starter,2023-08-31,2023-10-31,177.89,142,3501,7,1,0,0
72,"Deep Tech",EdTech,1-10,Starter,2023-07-01,2023-10-31,159.25,167,3093,7,1,0,0
74,"Apex Tech",FinTech,11-50,Growth,2023-03-04,2023-10-31,0,649,11544,7,0,0,0
76,"Red Tech",E-Commerce,11-50,Growth,2023-03-04,2023-10-31,770.69,649,25937,8,1,0,0
78,"Zen Tech",FinTech,11-50,Starter,2023-05-01,2023-10-31,107.97,162,2217,6,1,0,0
79,"Flux Tech",SaaS,11-50,Growth,2023-10-01,2023-10-31,322.21,677,10557,7,1,0,0
84,"Clear Hub",SaaS,51-200,Growth,2023-03-04,2023-10-31,0,583,32656,8,0,0,0
85,"Bright Hub",SaaS,11-50,Starter,2023-05-31,2023-10-31,61.81,131,1274,7,1,0,0
86,"Fast Hub",EdTech,11-50,Starter,2023-01-01,2023-10-31,150.85,147,2988,7,1,0,0
89,"Core Hub",E-Commerce,11-50,Starter,2023-01-01,2023-10-31,198.71,145,3899,7,1,0,0
91,"Peak Hub",E-Commerce,11-50,Growth,2023-01-01,2023-10-31,0,652,31023,6,0,0,0
93,"Nova Hub",FinTech,1-10,Starter,2023-05-31,2023-10-31,185.21,162,3738,6,1,0,0
99,"Flux Hub",FinTech,11-50,Growth,2023-05-31,2023-10-31,455.32,624,15570,6,1,0,0
104,"Clear Base",FinTech,51-200,Growth,2023-07-01,2023-10-31,0,680,19497,8,0,0,0
110,"Edge Base",EdTech,51-200,Growth,2023-07-01,2023-10-31,617.86,560,21141,7,1,0,0
111,"Peak Base",E-Commerce,200+,Enterprise,2023-10-31,2023-10-31,5004.58,2737,329497,8,1,1,0
112,"Deep Base",FinTech,11-50,Growth,2023-10-31,2023-10-31,368.71,569,12342,6,1,1,0
114,"Apex Base",E-Commerce,11-50,Starter,2023-01-01,2023-10-31,68.06,159,1362,5,1,0,0
118,"Zen Base",EdTech,51-200,Enterprise,2023-10-01,2023-10-31,7351.79,3013,489561,8,1,0,0
121,"Quick Flow",SaaS,200+,Enterprise,2023-01-01,2023-10-31,6429.49,2803,418187,9,1,0,0
124,"Clear Flow",HealthTech,11-50,Starter,2023-08-31,2023-10-31,117.95,149,2313,5,1,0,0
125,"Bright Flow",FinTech,1-10,Starter,2023-05-01,2023-10-31,52.39,143,1058,7,1,0,0
126,"Fast Flow",SaaS,51-200,Growth,2023-05-31,2023-10-31,710.09,539,24145,7,1,0,0
127,"Sharp Flow",SaaS,51-200,Growth,2023-07-01,2023-10-31,780.3,642,25711,6,1,0,0
130,"Edge Flow",FinTech,11-50,Starter,2023-10-31,2023-10-31,99.79,141,1994,6,1,1,0
131,"Peak Flow",SaaS,51-200,Growth,2023-03-31,2023-10-31,630.49,677,20929,6,1,0,0
134,"Apex Flow",SaaS,1-10,Starter,2023-01-01,2023-10-31,0,171,3751,6,0,0,0
136,"Red Flow",HealthTech,11-50,Growth,2023-03-04,2023-10-31,540.22,553,18324,8,1,0,0
137,"Green Flow",SaaS,11-50,Starter,2023-10-01,2023-10-31,148.07,156,2933,6,1,0,0
139,"Flux Flow",SaaS,11-50,Starter,2023-03-04,2023-10-31,89.14,132,1792,5,1,0,0
141,"Quick Sync",E-Commerce,11-50,Starter,2023-10-01,2023-10-31,73.9,153,1510,5,1,0,0
143,"Bold Sync",FinTech,200+,Enterprise,2023-07-01,2023-10-31,2262.31,3099,154093,7,1,0,0
144,"Clear Sync",SaaS,11-50,Growth,2023-08-31,2023-10-31,585.57,544,19775,8,1,0,0
147,"Sharp Sync",SaaS,51-200,Growth,2023-08-31,2023-10-31,0,572,32262,8,0,0,0
148,"Prime Sync",FinTech,1-10,Starter,2023-07-01,2023-10-31,124.14,142,2462,6,1,0,0
149,"Core Sync",E-Commerce,11-50,Growth,2023-05-01,2023-10-31,506.62,520,17028,6,1,0,0
150,"Edge Sync",SaaS,11-50,Starter,2023-03-31,2023-10-31,181.51,151,3593,7,1,0,0
1,"Quick Analytics",SaaS,1-10,Starter,2023-10-01,2023-12-02,128.25,134,2567,7,1,0,0
3,"Bold Analytics",E-Commerce,11-50,Starter,2023-07-01,2023-12-02,111.28,168,2168,5,1,0,0
4,"Clear Analytics",E-Commerce,11-50,Starter,2023-12-02,2023-12-02,115.13,128,2274,6,1,1,0
5,"Bright Analytics",E-Commerce,11-50,Starter,2023-05-31,2023-12-02,0,132,1767,7,0,0,0
8,"Prime Analytics",FinTech,1-10,Starter,2023-10-31,2023-12-02,147.04,135,2955,5,1,0,0
9,"Core Analytics",SaaS,51-200,Growth,2023-03-31,2023-12-02,576.22,601,19228,8,1,0,0
13,"Nova Analytics",HealthTech,51-200,Growth,2023-05-31,2023-12-02,991.42,627,33036,7,1,0,0
14,"Apex Analytics",HealthTech,11-50,Starter,2023-12-02,2023-12-02,77.81,172,1525,7,1,1,0
15,"Blue Analytics",HealthTech,1-10,Starter,2023-08-31,2023-12-02,124.02,164,2410,6,1,0,0
16,"Red Analytics",EdTech,11-50,Starter,2023-05-31,2023-12-02,65.05,170,1311,7,1,0,0
17,"Green Analytics",E-Commerce,11-50,Starter,2023-01-01,2023-12-02,121.68,157,2472,7,1,0,0
18,"Zen Analytics",EdTech,11-50,Starter,2023-03-04,2023-12-02,0,141,3775,6,0,0,0
20,"Dash Analytics",FinTech,11-50,Starter,2023-03-31,2023-12-02,162.4,167,3248,6,1,0,0
23,"Bold Labs",SaaS,1-10,Starter,2023-10-01,2023-12-02,186.93,172,3799,5,1,0,0
24,"Clear Labs",HealthTech,11-50,Growth,2023-10-01,2023-12-02,343.75,662,11419,8,1,0,0
25,"Bright Labs",SaaS,11-50,Growth,2023-02-01,2023-12-02,0,539,11926,8,0,0,0
26,"Fast Labs",E-Commerce,1-10,Starter,2023-12-02,2023-12-02,106.03,138,2130,7,1,1,0
31,"Peak Labs",SaaS,51-200,Growth,2023-05-01,2023-12-02,503.01,658,16737,7,1,0,0
33,"Nova Labs",SaaS,51-200,Growth,2023-10-01,2023-12-02,481.93,624,16316,6,1,0,0
34,"Apex Labs",EdTech,11-50,Growth,2023-07-31,2023-12-02,0,570,14028,7,0,0,0
35,"Blue Labs",EdTech,1-10,Starter,2023-07-01,2023-12-02,145.83,155,2921,7,1,0,0
36,"Red Labs",FinTech,11-50,Growth,2023-05-01,2023-12-02,552.87,524,18065,7,1,0,0
40,"Dash Labs",E-Commerce,11-50,Starter,2023-05-31,2023-12-02,103.04,169,2001,6,1,0,0
41,"Quick Works",SaaS,11-50,Starter,2023-07-01,2023-12-02,60.77,130,1221,7,1,0,0
42,"Smart Works",FinTech,51-200,Growth,2023-03-31,2023-12-02,876.78,625,29973,6,1,0,0
43,"Bold Works",E-Commerce,51-200,Enterprise,2023-07-31,2023-12-02,5403.6,3323,362940,8,1,0,0
44,"Clear Works",SaaS,11-50,Growth,2023-01-01,2023-12-02,736.38,545,23892,7,1,0,0
45,"Bright Works",E-Commerce,1-10,Starter,2023-05-01,2023-12-02,70.41,161,1386,5,1,0,0
48,"Prime Works",HealthTech,11-50,Starter,2023-03-04,2023-12-02,183.24,146,3685,6,1,0,0
49,"Core Works",FinTech,1-10,Starter,2023-10-01,2023-12-02,93.25,149,1850,5,1,0,0
50,"Edge Works",SaaS,11-50,Growth,2023-02-01,2023-12-02,0,619,29927,7,0,0,0
51,"Peak Works",EdTech,51-200,Growth,2023-05-31,2023-12-02,852.89,606,28659,8,1,0,0
53,"Nova Works",SaaS,51-200,Growth,2023-03-31,2023-12-02,974.09,541,32711,6,1,0,0
55,"Blue Works",FinTech,200+,Enterprise,2023-03-31,2023-12-02,5716.23,3191,377504,7,1,0,0
56,"Red Works",FinTech,200+,Enterprise,2023-08-31,2023-12-02,6651.18,3097,456296,8,1,0,0
58,"Zen Works",E-Commerce,51-200,Growth,2023-02-01,2023-12-02,0,664,22477,7,0,0,0
59,"Flux Works",SaaS,51-200,Growth,2023-07-31,2023-12-02,0,660,24491,8,0,0,0
61,"Quick Tech",EdTech,11-50,Growth,2023-05-01,2023-12-02,770.42,658,25778,7,1,0,0
63,"Bold Tech",E-Commerce,1-10,Starter,2023-10-01,2023-12-02,59.46,128,1192,5,1,0,0
64,"Clear Tech",FinTech,11-50,Growth,2023-12-02,2023-12-02,921.91,684,30229,6,1,1,0
66,"Fast Tech",EdTech,1-10,Starter,2023-02-01,2023-12-02,167.9,129,3267,6,1,0,0
67,"Sharp Tech",E-Commerce,11-50,Growth,2023-07-01,2023-12-02,860.07,512,29131,7,1,0,0
68,"Prime Tech",HealthTech,11-50,Starter,2023-05-01,2023-12-02,58.41,163,1199,7,1,0,0
